iteration,evolution,0,1,2,3,4,5,6,7,8,9
42,2,-4.96,-3.979999999999999,-9.323999999999998,-9.239999999999998,1.6399999999999992,-3.799999999999999,-5.1259999999999994,-1.7679999999999987,6.995999999999999,-11.144
43,2,4.564000000000001,4.836000000000001,7.722000000000001,-7.744,0.42799999999999994,9.152,-8.84,8.764,-10.336000000000002,3.12
44,2,-6.734,-10.02,-11.015999999999998,-11.546,-9.248000000000001,-7.942,-8.814,-2.706,-7.4879999999999995,-7.98
45,2,-4.44,0.0,0.0,-7.176,0.0,-4.319999999999999,9.344000000000001,-9.568000000000001,0.0,4.238000000000001
46,2,-5.459999999999999,3.8640000000000008,-9.599999999999998,-8.426,-9.52,-8.772,0.0,6.204000000000001,-9.384,-7.9300000000000015
47,2,0.0,-4.536,-9.479999999999999,-9.424,0.0,-9.856000000000002,-5.472000000000001,-9.267999999999999,-10.079999999999998,-7.2379999999999995
48,2,-9.78,-10.542,4.264000000000001,-10.336,-10.122,-10.192,6.812,-9.112,6.732000000000001,-6.804
49,2,-12.171999999999999,0.8399999999999999,4.564000000000001,-5.460000000000001,-10.36,-1.8700000000000006,2.838,4.172000000000001,0.0,-13.536000000000001
50,2,-10.709999999999999,-8.988,10.062000000000001,9.074,-7.05,-13.148,3.5520000000000005,-12.336,9.758000000000001,-11.64
1,3,-8.148000000000001,0.0,-8.204,-9.94,8.672,9.771999999999998,0.5680000000000001,-11.088000000000001,-8.568,-9.150000000000002
2,3,-10.564,-10.244,-7.66,-7.3580000000000005,13.760000000000002,4.3420000000000005,-3.9099999999999997,-8.544,4.472000000000001,-11.219999999999999
3,3,13.728000000000002,-7.02,-10.98,-10.04,-5.329999999999999,-5.52,-9.984000000000002,-11.43,-6.820000000000001,-8.228
4,3,1.024,5.096000000000002,3.3360000000000003,-9.959999999999999,-6.188,-8.04,8.430000000000001,-5.0,-8.84,-8.232
5,3,-6.239999999999998,-5.780000000000001,-5.068000000000001,-8.372000000000002,-5.351999999999999,0.6020000000000001,-8.184,-7.202000000000001,-3.81,-8.22
6,3,0.0,10.244,-7.325999999999999,3.69,10.808,5.592,-6.384,6.182,-6.6000000000000005,-7.59
7,3,9.000000000000002,0.6739999999999999,11.676000000000002,8.664,0.766,3.3000000000000007,0.3360000000000001,7.448,-10.623999999999999,0.0
8,3,0.0,0.0,-8.293999999999999,-11.088000000000001,-10.469999999999999,-8.376,-8.088,-9.536000000000001,-8.5,-7.039999999999999
9,3,-5.639999999999999,-11.799999999999999,-10.088000000000001,2.6319999999999997,-6.734,-8.658,-11.392,-8.900000000000002,-7.888,-8.735999999999999
10,3,0.0,0.0,-7.343999999999999,10.790000000000001,13.716000000000001,6.644000000000001,0.4159999999999999,0.0,-6.93,13.974
11,3,5.018,-9.72,-8.658,-9.239999999999998,-9.771999999999998,8.684,-7.071999999999999,-8.31,-0.9600000000000009,-9.280000000000001
12,3,-12.168,-6.779999999999999,5.5440000000000005,-7.59,-12.615999999999998,-11.07,0.0,-9.432,-9.432,-7.672000000000001
13,3,-10.239999999999998,-6.396,-9.0,-6.579999999999999,1.1400000000000001,9.072,-12.336,3.3220000000000005,-2.365999999999999,-7.4559999999999995
14,3,-8.16,1.120000000000001,8.616,11.004000000000001,-10.64,10.64,8.338000000000001,-6.840000000000001,8.764,-12.083999999999998
15,3,-11.248000000000001,-6.890000000000001,11.396,-9.744,-9.044,-5.3999999999999995,5.688,0.0,-8.535999999999998,-9.072
16,3,-13.440000000000001,-8.364,-6.8679999999999986,-8.184,-1.439999999999999,0.0,-0.5280000000000005,8.709999999999999,-7.410000000000001,-12.912
17,3,-10.83,-7.240000000000002,-8.272,-11.934,0.0,-10.709999999999999,-9.536000000000001,-8.45,10.64,-6.431999999999999
18,3,7.259999999999999,-12.818,-8.399999999999999,6.2700000000000005,-2.9400000000000004,0.0,1.3120000000000012,-12.660000000000002,-10.335999999999999,-5.082
19,3,6.456,9.75,-10.943999999999999,0.0,-2.7119999999999997,7.416000000000001,-10.229999999999999,-7.588000000000001,-12.784,-4.238000000000001
20,3,-9.216000000000001,-9.0,-8.328,-8.928,0.0,-10.975999999999999,-11.648,-8.027999999999999,-7.922,-12.104
21,3,-0.5860000000000001,-13.752,4.9399999999999995,-8.759999999999998,-11.936,-5.795999999999999,-12.030000000000001,-12.049999999999999,-6.523999999999999,7.488000000000001
22,3,-10.260000000000002,-7.071999999999999,-6.2719999999999985,-8.25,-5.140000000000001,-12.312,-10.591999999999999,-9.282,-10.412,7.435999999999999
23,3,1.3279999999999998,-8.428,11.284,-10.229999999999999,-8.856,-8.959999999999999,-9.088000000000001,-6.468,3.5620000000000003,0.0
24,3,-9.044,4.416000000000001,8.664,-7.712,-8.896,-7.74,8.787999999999998,-8.759999999999998,-7.667999999999999,-9.588000000000001
25,3,-10.53,-10.440000000000001,-11.536000000000001,7.414,9.888000000000002,10.036,0.0,-7.5600000000000005,-9.989999999999998,-6.907999999999999
26,3,6.216,-5.225999999999999,-8.024,-10.443999999999999,-5.017999999999999,-6.5520000000000005,-11.438000000000002,-5.588,-8.126,-7.364000000000001
27,3,1.3319999999999999,0.0,-10.527999999999999,-6.659999999999999,-8.448,-7.3580000000000005,-4.498000000000001,-7.193999999999999,-8.97,-6.523999999999999
28,3,-9.744,-8.610000000000001,-5.711999999999999,-11.664,-7.14,-7.4399999999999995,-4.939999999999999,-9.216000000000001,-5.742,-9.472000000000001
29,3,-3.224,-7.847999999999999,-5.699999999999998,-8.712,11.296,-8.626,-9.66,-8.207999999999998,-9.419999999999998,-8.359999999999998
30,3,-8.847999999999999,-8.017999999999999,-9.408,0.0,0.0,-9.864,-6.747999999999999,-3.888000000000001,-5.729999999999999,8.118
31,3,-7.487999999999999,-4.104000000000001,-9.472000000000001,-3.695999999999999,0.0,-9.972000000000001,11.696,3.7440000000000007,-7.898,-10.169999999999998
32,3,3.806000000000001,-6.578000000000001,-12.585999999999999,-3.620000000000001,-8.372000000000002,-9.150000000000002,11.34,10.89,-9.792000000000002,-10.743999999999998
33,3,-6.539999999999999,2.8600000000000003,-10.540000000000003,-11.04,1.2759999999999998,-10.416,-5.037999999999999,-5.159999999999999,-10.368000000000002,-9.758000000000001
34,3,9.491999999999999,-11.424,-5.4719999999999995,-11.016000000000002,-4.913999999999999,-3.419999999999999,-5.208,-6.687999999999999,2.5439999999999996,-9.061999999999998
35,3,-11.04,-6.050000000000001,-12.75,4.664,0.0,0.0,-5.130000000000001,-1.6599999999999993,-8.091999999999999,8.591999999999999
36,3,-9.629999999999999,0.0,-11.52,-9.659999999999998,-9.958,0.0,0.42799999999999994,0.504,-4.1,0.43999999999999995
37,3,1.8480000000000003,-4.18,-7.677999999999999,0.984,-9.792000000000002,-4.26,-3.7960000000000003,-8.814,-9.18,-8.128
38,3,-13.440000000000001,8.241999999999999,-12.104,-5.152000000000001,-8.008000000000001,-9.452000000000002,-6.663999999999998,-5.082,-11.34,-6.264
39,3,-10.8,-5.2200000000000015,4.238000000000001,0.0,0.0,-8.784000000000002,-8.928000000000003,-14.110000000000001,11.91,-12.376
40,3,-10.719999999999999,8.092,-3.3600000000000008,6.490000000000001,-10.656000000000002,0.0,-3.1079999999999997,-4.0040000000000004,-11.424,-7.865999999999999
41,3,7.823999999999999,-8.568,3.692,6.0,-8.092,-10.175999999999998,-8.345999999999998,-11.866,0.0,0.0
42,3,-9.088000000000001,4.186000000000001,-4.736000000000001,-6.6880000000000015,-7.445999999999999,-11.627999999999998,-7.936,-7.480000000000002,-9.078000000000001,-5.515999999999998
43,3,-9.328,-3.419999999999999,8.034,-12.256,0.0,-9.234,3.5040000000000004,-7.181999999999998,3.828000000000001,3.9160000000000013
44,3,-9.436,-9.36,-11.355999999999998,-8.190000000000001,-9.723999999999998,-10.943999999999999,11.648000000000001,-9.84,4.128000000000001,-10.879999999999999
45,3,-3.7440000000000007,-3.9760000000000004,1.9439999999999997,0.0,7.2379999999999995,10.192,0.0,12.09,0.0,-0.3360000000000001
46,3,-7.8279999999999985,2.2559999999999993,-10.132000000000001,-3.0239999999999987,-4.031999999999999,5.797999999999999,-10.416,2.2799999999999994,8.14,-6.399999999999999
47,3,-10.248,-7.411999999999999,-7.409999999999998,8.787999999999998,-6.624000000000002,-7.559999999999998,-8.22,3.7840000000000007,-5.440000000000001,-9.504000000000001
48,3,-8.136,-10.943999999999999,2.001999999999999,13.09,-8.160000000000002,-2.7299999999999995,0.0,-9.695999999999998,-10.047999999999998,-8.262
49,3,-6.154000000000002,2.574,12.192,-8.567999999999998,-12.936000000000002,-9.371999999999998,-10.212,3.9200000000000004,-3.444,3.5620000000000003
50,3,10.724,2.6399999999999997,0.0,0.0,-8.142000000000003,-2.38,-6.248000000000001,-9.533999999999999,10.388,-12.420000000000002
1,4,14.484000000000002,3.3120000000000003,12.810000000000002,-2.7559999999999993,0.19199999999999995,-2.784,-7.6339999999999995,0.0,5.537999999999999,-6.619999999999999
2,4,7.991999999999999,11.76,-5.0699999999999985,3.406,-4.5,-9.150000000000002,10.14,-7.440000000000001,-8.791999999999998,-10.86
3,4,-5.42,-6.92,-6.37,-8.544,3.4980000000000007,0.718,2.0759999999999996,0.0,-10.322000000000001,3.192
4,4,-4.9399999999999995,8.514,-11.129999999999999,-8.16,-7.655999999999999,-8.207999999999998,0.506,2.7159999999999993,-7.3,-13.536000000000001
5,4,-6.888000000000001,-10.95,-9.93,0.0,-7.22,8.579999999999998,0.0,-11.97,-12.980000000000002,0.0
6,4,-0.1140000000000001,1.3679999999999999,-10.62,-3.938000000000001,6.24,7.171999999999999,8.605999999999998,5.485999999999999,-9.408,-8.808
7,4,-6.37,7.631999999999999,0.6640000000000001,-8.544,-10.64,-9.540000000000001,-6.312,-6.579999999999999,-2.393999999999998,-10.948
8,4,-11.76,0.3939999999999999,11.368,-4.704,-9.155999999999999,0.0,6.041999999999999,-7.3580000000000005,0.0,-4.685999999999999
9,4,-6.9719999999999995,0.728,-6.659999999999999,-5.381999999999999,-5.940000000000001,9.0,0.9600000000000002,-8.345999999999998,-6.929999999999999,-10.29
10,4,-9.648,-6.1800000000000015,1.2919999999999998,-7.943999999999999,-5.280000000000001,-9.267999999999999,-8.684,-7.149999999999999,-12.648,-1.3200000000000012
11,4,5.184000000000001,-7.853999999999999,-6.162,-9.184000000000001,10.268,-11.19,-5.478,8.579999999999998,-9.771999999999998,-7.960000000000001
12,4,-12.896,0.0,-5.764,6.050000000000001,7.42,-8.814,-9.419999999999998,-8.549999999999999,-8.875999999999998,0.0
13,4,-9.899999999999999,4.290000000000001,-8.866,-13.872000000000002,-8.372000000000002,-7.325999999999999,-13.472000000000001,0.518,-8.832,0.526
14,4,-7.200000000000001,-7.196,-8.778,-10.743999999999998,-9.968,-10.842,-6.248000000000001,-6.76,-7.967999999999999,-4.42
15,4,1.448,-9.724,-8.088,10.080000000000002,-8.596000000000002,-9.296,4.200000000000001,9.126,-8.328,-8.034
16,4,8.475999999999999,0.9780000000000002,-11.16,-10.234000000000002,-10.478000000000002,-9.569999999999999,-9.94,-7.74,13.634,-10.709999999999999
17,4,-0.5920000000000001,-7.149999999999999,-7.787999999999999,-9.240000000000002,-9.968,3.2199999999999998,-7.986,1.554,-6.314000000000001,-6.175999999999998
18,4,-12.032,8.856,-8.940000000000001,-11.389999999999999,0.0,8.371999999999998,-3.440000000000001,0.5399999999999998,0.4159999999999999,3.1020000000000003
19,4,-10.27,-10.89,3.168,1.3,0.5960000000000001,-12.3,9.0,-5.4239999999999995,-9.18,-6.696000000000001
20,4,-10.527999999999999,1.3680000000000012,-9.664000000000001,-10.95,-5.683999999999999,7.476000000000001,-9.958,3.5200000000000005,-9.323999999999998,-12.159999999999998
21,4,-7.336,-6.162,-9.463999999999999,-6.336,-7.7,0.9079999999999999,-3.9260000000000006,-5.797999999999999,-7.703999999999999,-9.995999999999999
22,4,7.566000000000001,8.879999999999999,-4.732000000000001,-12.810000000000002,0.0,-8.338000000000001,-4.080000000000001,3.4980000000000007,11.088000000000001,10.219999999999999
23,4,-2.26,-7.35,-6.220000000000001,-9.386,3.724,-10.35,0.0,-4.289999999999999,-5.4239999999999995,0.5880000000000001
24,4,-9.728000000000002,-4.861999999999999,-7.327999999999999,7.545999999999999,-2.794,-6.175999999999998,-9.074,-8.294,-9.419999999999998,-7.823999999999999
25,4,-12.818,-7.895999999999999,-8.778,-11.931999999999999,0.544,-7.359999999999999,-8.086000000000002,-7.826000000000001,-7.0,-6.8999999999999995
26,4,13.702000000000002,7.81,-10.836,-3.420000000000001,-8.879999999999999,-9.048,-8.03,8.847999999999999,5.824,3.894000000000001
27,4,14.616000000000001,-12.236,4.602000000000001,-10.388,-5.147999999999999,1.5,-8.832,0.8879999999999999,8.736,3.096
28,4,-8.07,-8.64,-11.004000000000001,-5.654,-4.539999999999999,-8.819999999999999,-3.1900000000000004,-1.7100000000000015,-7.5040000000000004,10.304
29,4,9.150000000000002,-9.024000000000001,-12.896,-13.158000000000001,-9.144,3.472,-10.5,-12.192,-4.818,7.320000000000001
30,4,1.1600000000000001,8.184,-9.84,10.92,-11.284,0.0,-10.556000000000001,0.0,3.7920000000000007,-10.59
31,4,9.126,-6.859999999999999,-9.419999999999998,0.764,-6.336,-6.929999999999999,8.398,-9.66,0.0,-5.954
32,4,-0.020000000000000018,-7.476000000000001,-13.906,-6.890000000000001,-8.280000000000001,6.072000000000001,-9.75,8.184,6.032,6.682
33,4,-1.2980000000000012,-9.168,9.000000000000002,9.072,-10.559999999999999,1.4079999999999988,-11.34,-7.325999999999999,4.818,0.0
34,4,-11.129999999999999,0.5840000000000001,-11.312000000000001,-4.830000000000001,-11.16,-12.64,-4.379999999999999,-10.169999999999998,4.224000000000001,0.09800000000000009
35,4,10.332,-8.232,-9.66,-6.5760000000000005,-6.888000000000001,2.3999999999999995,-6.379999999999999,-10.696,3.652000000000001,-9.894000000000002
36,4,-8.943999999999999,-12.870000000000001,-5.412,-6.020000000000001,-11.936,-4.6419999999999995,-5.784,-2.64,-5.303999999999999,-5.351999999999999
37,4,-2.74,-5.063999999999999,8.97,-9.464,7.2379999999999995,9.464,-2.36,-5.403999999999998,0.8999999999999999,7.15
38,4,-3.500000000000001,-8.232,4.928000000000001,-2.131999999999999,0.0,-7.98,-5.522,4.784000000000002,-6.094,1.737999999999999
